dataset,model,pooling,n_shots,seed,k,accuracy,macro_f1
cifar100,moco_v3_vits16,mean_pool,10,1,5,0.13220000267028809,0.1350644475858362
cifar100,moco_v3_vits16,mean_pool,10,1,20,0.14259999990463257,0.1402667096716217
cifar100,moco_v3_vits16,mean_pool,10,2,1,0.11779999732971191,0.12131589737292875
cifar100,moco_v3_vits16,mean_pool,10,2,5,0.12939999997615814,0.13165898893160383
cifar100,moco_v3_vits16,mean_pool,10,2,20,0.1396999955177307,0.13753288139729286
cifar100,moco_v3_vits16,mean_pool,20,0,1,0.1477999985218048,0.15432263478001496
cifar100,moco_v3_vits16,mean_pool,20,0,5,0.16040000319480896,0.1645590128085717
cifar100,moco_v3_vits16,mean_pool,20,0,20,0.17339999973773956,0.17204558499246173
cifar100,moco_v3_vits16,mean_pool,20,1,1,0.1492999941110611,0.15473732441661153
cifar100,moco_v3_vits16,mean_pool,20,1,5,0.16130000352859497,0.16447192988164405
cifar100,moco_v3_vits16,mean_pool,20,1,20,0.1746000051498413,0.17325724227820852
cifar100,moco_v3_vits16,mean_pool,20,2,1,0.14980000257492065,0.15420943224890907
cifar100,moco_v3_vits16,mean_pool,20,2,5,0.16539999842643738,0.16774157862065756
cifar100,moco_v3_vits16,mean_pool,20,2,20,0.1753000020980835,0.17281949131953522
cifar100,moco_v3_vits16,mean_pool,50,0,1,0.18469999730587006,0.18968821890994353
cifar100,moco_v3_vits16,mean_pool,50,0,5,0.20340000092983246,0.2066984221158064
cifar100,moco_v3_vits16,mean_pool,50,0,20,0.21979999542236328,0.21928953524181108
cifar100,moco_v3_vits16,mean_pool,50,1,1,0.186599999666214,0.19219128643736158
cifar100,moco_v3_vits16,mean_pool,50,1,5,0.2070000022649765,0.21018002689970808
cifar100,moco_v3_vits16,mean_pool,50,1,20,0.225600004196167,0.2261419739828992
cifar100,moco_v3_vits16,mean_pool,50,2,1,0.18549999594688416,0.18934339018423074
cifar100,moco_v3_vits16,mean_pool,50,2,5,0.20029999315738678,0.201982175126843
cifar100,moco_v3_vits16,mean_pool,50,2,20,0.22509999573230743,0.22213699332982298
cifar100,moco_v3_vits16,mean_pool,100,0,1,0.21529999375343323,0.22016025719054708
cifar100,moco_v3_vits16,mean_pool,100,0,5,0.23720000684261322,0.23987107498306037
cifar100,moco_v3_vits16,mean_pool,100,0,20,0.2615000009536743,0.25776748433819485
cifar100,moco_v3_vits16,mean_pool,100,1,1,0.2134000062942505,0.21897418878124675
cifar100,moco_v3_vits16,mean_pool,100,1,5,0.23759999871253967,0.24099584407628083
cifar100,moco_v3_vits16,mean_pool,100,1,20,0.2612999975681305,0.26044359550163454
cifar100,moco_v3_vits16,mean_pool,100,2,1,0.21889999508857727,0.22416387275952265
cifar100,moco_v3_vits16,mean_pool,100,2,5,0.24009999632835388,0.24274610216748116
cifar100,moco_v3_vits16,mean_pool,100,2,20,0.2621999979019165,0.26077413624571966
cifar10,ibot_vits16,cls,1,0,1,0.6255000233650208,0.6230968799336335
cifar10,ibot_vits16,cls,1,0,5,0.6255000233650208,0.6230968799336335
cifar10,ibot_vits16,cls,1,0,20,0.6255000233650208,0.6230968799336335
cifar10,ibot_vits16,cls,1,1,1,0.6103000044822693,0.6159184767250043
cifar10,ibot_vits16,cls,1,1,5,0.6103000044822693,0.6159184767250043
cifar10,ibot_vits16,cls,1,1,20,0.6103000044822693,0.6159184767250043
cifar10,ibot_vits16,cls,1,2,1,0.49140000343322754,0.44111506336457734
cifar10,ibot_vits16,cls,1,2,5,0.49140000343322754,0.44111506336457734
cifar10,ibot_vits16,cls,1,2,20,0.49140000343322754,0.44111506336457734
cifar10,ibot_vits16,cls,2,0,1,0.7132999897003174,0.7116288098425023
cifar10,ibot_vits16,cls,2,0,5,0.7336000204086304,0.7314574572639165
cifar10,ibot_vits16,cls,2,0,20,0.7361999750137329,0.7339096467404078
cifar10,ibot_vits16,cls,2,1,1,0.6894000172615051,0.6922023153681204
cifar10,ibot_vits16,cls,2,1,5,0.7021999955177307,0.7029555863813822
cifar10,ibot_vits16,cls,2,1,20,0.7038999795913696,0.7048174409380018
cifar10,ibot_vits16,cls,2,2,1,0.6674000024795532,0.6597604602773667
cifar10,ibot_vits16,cls,2,2,5,0.6733999848365784,0.6657832618877537
cifar10,ibot_vits16,cls,2,2,20,0.6758999824523926,0.6686567572920084
cifar10,ibot_vits16,cls,5,0,1,0.7730000019073486,0.7727773270211687
cifar10,ibot_vits16,cls,5,0,5,0.805400013923645,0.8036712944856227
cifar10,ibot_vits16,cls,5,0,20,0.8147000074386597,0.8118496003684206
cifar10,ibot_vits16,cls,5,1,1,0.7702000141143799,0.7690414871685826
cifar10,ibot_vits16,cls,5,1,5,0.7868000268936157,0.7846327184615239
cifar10,ibot_vits16,cls,5,1,20,0.7900000214576721,0.7873795749099518
cifar10,ibot_vits16,cls,5,2,1,0.7652000188827515,0.7613167423403218
cifar10,ibot_vits16,cls,5,2,5,0.7961000204086304,0.7915263203547322
cifar10,ibot_vits16,cls,5,2,20,0.8022000193595886,0.7979047827383906
cifar10,ibot_vits16,cls,10,0,1,0.8029999732971191,0.8024204236043266
cifar10,ibot_vits16,cls,10,0,5,0.8284000158309937,0.8276763812999712
cifar10,ibot_vits16,cls,10,0,20,0.8424999713897705,0.8410287109433023
cifar10,ibot_vits16,cls,10,1,1,0.8004999756813049,0.7987380652962797
cifar10,ibot_vits16,cls,10,1,5,0.8331000208854675,0.8309542896080911
cifar10,ibot_vits16,cls,10,1,20,0.8392000198364258,0.8366773229175297
cifar10,ibot_vits16,cls,10,2,1,0.8029999732971191,0.8022354551674311
cifar10,ibot_vits16,cls,10,2,5,0.832099974155426,0.8309785630061942
cifar10,ibot_vits16,cls,10,2,20,0.8349999785423279,0.8347098997513539
cifar10,ibot_vits16,cls,20,0,1,0.8319000005722046,0.8318734633979442
cifar10,ibot_vits16,cls,20,0,5,0.8616999983787537,0.8612705630923418
cifar10,ibot_vits16,cls,20,0,20,0.8743000030517578,0.8733568938353418
cifar10,ibot_vits16,cls,20,1,1,0.8237000107765198,0.8217089796109815
cifar10,ibot_vits16,cls,20,1,5,0.8467000126838684,0.8438613481160827
cifar10,ibot_vits16,cls,20,1,20,0.8528000116348267,0.8501769614139105
cifar10,ibot_vits16,cls,20,2,1,0.8328999876976013,0.8323060362909024
cifar10,ibot_vits16,cls,20,2,5,0.8568000197410583,0.8557400582795591
cifar10,ibot_vits16,cls,20,2,20,0.8646000027656555,0.8631433231795643
cifar10,ibot_vits16,cls,50,0,1,0.8632000088691711,0.8623925498299931
cifar10,ibot_vits16,cls,50,0,5,0.8894000053405762,0.8883744445355601
cifar10,ibot_vits16,cls,50,0,20,0.8930000066757202,0.8915911575451899
cifar10,ibot_vits16,cls,50,1,1,0.8601999878883362,0.8591187704283533
cifar10,ibot_vits16,cls,50,1,5,0.8822000026702881,0.8807444364997512
cifar10,ibot_vits16,cls,50,1,20,0.8845000267028809,0.8825102293021748
cifar10,ibot_vits16,cls,50,2,1,0.8495000004768372,0.8482331072017377
cifar10,ibot_vits16,cls,50,2,5,0.8787000179290771,0.8767440051045424
cifar10,ibot_vits16,cls,50,2,20,0.8870000243186951,0.8851266123987459
cifar10,ibot_vits16,cls,100,0,1,0.8830000162124634,0.8820751438719856
cifar10,ibot_vits16,cls,100,0,5,0.9042999744415283,0.9033788757933772
cifar10,ibot_vits16,cls,100,0,20,0.9077000021934509,0.9067366320038254
cifar10,ibot_vits16,cls,100,1,1,0.8737999796867371,0.8729186090252627
cifar10,ibot_vits16,cls,100,1,5,0.8984000086784363,0.8973689267378961
cifar10,ibot_vits16,cls,100,1,20,0.902400016784668,0.90133702105372
cifar10,ibot_vits16,cls,100,2,1,0.8865000009536743,0.8855859511974128
cifar10,ibot_vits16,cls,100,2,5,0.9085000157356262,0.9073738674957734
cifar10,ibot_vits16,cls,100,2,20,0.9086999893188477,0.9075881581112528
cifar10,ibot_vits16,mean_pool,1,0,1,0.426800012588501,0.40083041731525065
cifar10,ibot_vits16,mean_pool,1,0,5,0.426800012588501,0.40083041731525065
cifar10,ibot_vits16,mean_pool,1,0,20,0.426800012588501,0.40083041731525065
cifar10,ibot_vits16,mean_pool,1,1,1,0.3578000068664551,0.3520315592702047
cifar10,ibot_vits16,mean_pool,1,1,5,0.3578000068664551,0.3520315592702047
cifar10,ibot_vits16,mean_pool,1,1,20,0.3578000068664551,0.3520315592702047
cifar10,ibot_vits16,mean_pool,1,2,1,0.2955000102519989,0.25053090535954875
cifar10,ibot_vits16,mean_pool,1,2,5,0.2955000102519989,0.25053090535954875
cifar10,ibot_vits16,mean_pool,1,2,20,0.2955000102519989,0.25053090535954875
cifar10,ibot_vits16,mean_pool,2,0,1,0.49799999594688416,0.49100869103668227
cifar10,ibot_vits16,mean_pool,2,0,5,0.5065000057220459,0.4932294926569024
cifar10,ibot_vits16,mean_pool,2,0,20,0.5271000266075134,0.5159388782680417
cifar10,ibot_vits16,mean_pool,2,1,1,0.45190000534057617,0.46008117219099953
cifar10,ibot_vits16,mean_pool,2,1,5,0.47200000286102295,0.4694354788364926
cifar10,ibot_vits16,mean_pool,2,1,20,0.4745999872684479,0.4748485366971956
cifar10,ibot_vits16,mean_pool,2,2,1,0.4611999988555908,0.4384924162485405
cifar10,ibot_vits16,mean_pool,2,2,5,0.4260999858379364,0.4143217220899011
cifar10,ibot_vits16,mean_pool,2,2,20,0.43700000643730164,0.42429949294113944
cifar10,ibot_vits16,mean_pool,5,0,1,0.582099974155426,0.5785405621408265
cifar10,ibot_vits16,mean_pool,5,0,5,0.5917999744415283,0.5796412436822168
cifar10,ibot_vits16,mean_pool,5,0,20,0.6065000295639038,0.5872090498533169
cifar10,ibot_vits16,mean_pool,5,1,1,0.534500002861023,0.5281645041878195
cifar10,ibot_vits16,mean_pool,5,1,5,0.5468999743461609,0.5293230431612796
cifar10,ibot_vits16,mean_pool,5,1,20,0.5619000196456909,0.5465823170665474
cifar10,ibot_vits16,mean_pool,5,2,1,0.5823000073432922,0.5726242845910534
cifar10,ibot_vits16,mean_pool,5,2,5,0.6007999777793884,0.5901896362016464
cifar10,ibot_vits16,mean_pool,5,2,20,0.5938000082969666,0.5834754752423871
cifar10,ibot_vits16,mean_pool,10,0,1,0.5997999906539917,0.5988029436678625
cifar10,ibot_vits16,mean_pool,10,0,5,0.6471999883651733,0.6434367934684773
cifar10,ibot_vits16,mean_pool,10,0,20,0.6578999757766724,0.6491001884965346
cifar10,ibot_vits16,mean_pool,10,1,1,0.59579998254776,0.5920142064849565
cifar10,ibot_vits16,mean_pool,10,1,5,0.6273000240325928,0.620546438706947
cifar10,ibot_vits16,mean_pool,10,1,20,0.6287000179290771,0.6229999856725869
cifar10,ibot_vits16,mean_pool,10,2,1,0.6312999725341797,0.6269704985268786
cifar10,ibot_vits16,mean_pool,10,2,5,0.6563000082969666,0.649259342359779
cifar10,ibot_vits16,mean_pool,10,2,20,0.6388000249862671,0.6280375554195015
cifar10,ibot_vits16,mean_pool,20,0,1,0.6488000154495239,0.6469013966837137
cifar10,ibot_vits16,mean_pool,20,0,5,0.6886000037193298,0.6854323320572141
cifar10,ibot_vits16,mean_pool,20,0,20,0.6837000250816345,0.6789019854996317
cifar10,ibot_vits16,mean_pool,20,1,1,0.6340000033378601,0.6295067976966445
cifar10,ibot_vits16,mean_pool,20,1,5,0.6571000218391418,0.6505234583726119
cifar10,ibot_vits16,mean_pool,20,1,20,0.65420001745224,0.6461545107131714
cifar10,ibot_vits16,mean_pool,20,2,1,0.6593999862670898,0.655443381508585
cifar10,ibot_vits16,mean_pool,20,2,5,0.6898000240325928,0.6825136408560997
cifar10,ibot_vits16,mean_pool,20,2,20,0.6844000220298767,0.6732748991226951
cifar10,ibot_vits16,mean_pool,50,0,1,0.7002000212669373,0.6978449644819162
cifar10,ibot_vits16,mean_pool,50,0,5,0.7386999726295471,0.7354933346218703
cifar10,ibot_vits16,mean_pool,50,0,20,0.7329999804496765,0.7279208173752149
cifar10,ibot_vits16,mean_pool,50,1,1,0.6980000138282776,0.6939351607721489
cifar10,ibot_vits16,mean_pool,50,1,5,0.7242000102996826,0.7199393143331644
cifar10,ibot_vits16,mean_pool,50,1,20,0.7106999754905701,0.7038143354126684
cifar10,ibot_vits16,mean_pool,50,2,1,0.6895999908447266,0.6869449223676622
cifar10,ibot_vits16,mean_pool,50,2,5,0.7269999980926514,0.7214956676440109
cifar10,ibot_vits16,mean_pool,50,2,20,0.724399983882904,0.7169795281527341
cifar10,ibot_vits16,mean_pool,100,0,1,0.7343999743461609,0.732346814908944
cifar10,ibot_vits16,mean_pool,100,0,5,0.7706999778747559,0.7672978479509966
cifar10,ibot_vits16,mean_pool,100,0,20,0.7597000002861023,0.7539598540084926
cifar10,ibot_vits16,mean_pool,100,1,1,0.7283999919891357,0.7250353906906888
cifar10,ibot_vits16,mean_pool,100,1,5,0.7537000179290771,0.7496071287669857
cifar10,ibot_vits16,mean_pool,100,1,20,0.7494000196456909,0.7446991560832218
cifar10,ibot_vits16,mean_pool,100,2,1,0.7321000099182129,0.7295679482052343
cifar10,ibot_vits16,mean_pool,100,2,5,0.765500009059906,0.7614065185079063
cifar10,ibot_vits16,mean_pool,100,2,20,0.7609000205993652,0.7547562314148147
cifar10,attmask_vits16,cls,1,0,1,0.6256999969482422,0.6225115121420177
cifar10,attmask_vits16,cls,1,0,5,0.6256999969482422,0.6225115121420177
cifar10,attmask_vits16,cls,1,0,20,0.6256999969482422,0.6225115121420177
cifar10,attmask_vits16,cls,1,1,1,0.555400013923645,0.5508354661224067
cifar10,attmask_vits16,cls,1,1,5,0.555400013923645,0.5508354661224067
cifar10,attmask_vits16,cls,1,1,20,0.555400013923645,0.5508354661224067
cifar10,attmask_vits16,cls,1,2,1,0.521399974822998,0.4932589929461221
cifar10,attmask_vits16,cls,1,2,5,0.521399974822998,0.4932589929461221
cifar10,attmask_vits16,cls,1,2,20,0.521399974822998,0.4932589929461221
cifar10,attmask_vits16,cls,2,0,1,0.7113999724388123,0.7112942590042102
cifar10,attmask_vits16,cls,2,0,5,0.7251999974250793,0.722990346663937
cifar10,attmask_vits16,cls,2,0,20,0.7261999845504761,0.7240097954929104
cifar10,attmask_vits16,cls,2,1,1,0.6406999826431274,0.6449892386229765
cifar10,attmask_vits16,cls,2,1,5,0.6521000266075134,0.6545317167239244
cifar10,attmask_vits16,cls,2,1,20,0.6521999835968018,0.6549814915098536
cifar10,attmask_vits16,cls,2,2,1,0.691100001335144,0.6886704570385002
cifar10,attmask_vits16,cls,2,2,5,0.7059000134468079,0.7036492365257013
cifar10,attmask_vits16,cls,2,2,20,0.7095000147819519,0.707779698743131
cifar10,attmask_vits16,cls,5,0,1,0.7696999907493591,0.7735534608349333
cifar10,attmask_vits16,cls,5,0,5,0.801800012588501,0.8023238552884852
cifar10,attmask_vits16,cls,5,0,20,0.8136000037193298,0.8126358734462856
cifar10,attmask_vits16,cls,5,1,1,0.7329000234603882,0.730863161973189
cifar10,attmask_vits16,cls,5,1,5,0.7620999813079834,0.7590624098049578
cifar10,attmask_vits16,cls,5,1,20,0.76910001039505,0.7653149565072604
cifar10,attmask_vits16,cls,5,2,1,0.7487000226974487,0.7465786151096825
cifar10,attmask_vits16,cls,5,2,5,0.7840999960899353,0.7821496004613854
cifar10,attmask_vits16,cls,5,2,20,0.7901999950408936,0.7886196652369557
cifar10,attmask_vits16,cls,10,0,1,0.803600013256073,0.8048360048817363
cifar10,attmask_vits16,cls,10,0,5,0.8325999975204468,0.8328086158674057
cifar10,attmask_vits16,cls,10,0,20,0.847599983215332,0.8468496704295646
cifar10,attmask_vits16,cls,10,1,1,0.7791000008583069,0.7781485625637007
cifar10,attmask_vits16,cls,10,1,5,0.8101999759674072,0.8095102926247824
cifar10,attmask_vits16,cls,10,1,20,0.8276000022888184,0.8264770815833693
cifar10,attmask_vits16,cls,10,2,1,0.7921000123023987,0.793572944208573
cifar10,attmask_vits16,cls,10,2,5,0.8158000111579895,0.8170155021878042
cifar10,attmask_vits16,cls,10,2,20,0.8241999745368958,0.8260022154230621
cifar10,attmask_vits16,cls,20,0,1,0.8300999999046326,0.8305501522076423
cifar10,attmask_vits16,cls,20,0,5,0.8593999743461609,0.8594715251442521
cifar10,attmask_vits16,cls,20,0,20,0.8712999820709229,0.8709656327395979
cifar10,attmask_vits16,cls,20,1,1,0.8091999888420105,0.8078239824308255
cifar10,attmask_vits16,cls,20,1,5,0.849399983882904,0.8478833232172924
cifar10,attmask_vits16,cls,20,1,20,0.8607000112533569,0.8593744566647382
cifar10,attmask_vits16,cls,20,2,1,0.83160001039505,0.8309320770807066
cifar10,attmask_vits16,cls,20,2,5,0.8514999747276306,0.8508097117714064
cifar10,attmask_vits16,cls,20,2,20,0.8619999885559082,0.8614718145244644
cifar10,attmask_vits16,cls,50,0,1,0.8662999868392944,0.8658172354461499
cifar10,attmask_vits16,cls,50,0,5,0.8881000280380249,0.8874556508419591
cifar10,attmask_vits16,cls,50,0,20,0.8914999961853027,0.8907093235905009
cifar10,attmask_vits16,cls,50,1,1,0.8579999804496765,0.8569726375459232
cifar10,attmask_vits16,cls,50,1,5,0.8851000070571899,0.8840925097486562
cifar10,attmask_vits16,cls,50,1,20,0.8907999992370605,0.8895586135617315
cifar10,attmask_vits16,cls,50,2,1,0.8554999828338623,0.8536675836640681
cifar10,attmask_vits16,cls,50,2,5,0.8798999786376953,0.8779022435135733
cifar10,attmask_vits16,cls,50,2,20,0.8866999745368958,0.88488372115253
cifar10,attmask_vits16,cls,100,0,1,0.8853999972343445,0.8851333538549131
cifar10,attmask_vits16,cls,100,0,5,0.9056000113487244,0.9050745623626956
cifar10,attmask_vits16,cls,100,0,20,0.9089999794960022,0.9083848886831911
cifar10,attmask_vits16,cls,100,1,1,0.8752999901771545,0.8745642231388577
cifar10,attmask_vits16,cls,100,1,5,0.8984000086784363,0.8978830145459881
cifar10,attmask_vits16,cls,100,1,20,0.9064000248908997,0.9058137846627161
cifar10,attmask_vits16,cls,100,2,1,0.885200023651123,0.8843445119321313
cifar10,attmask_vits16,cls,100,2,5,0.9085999727249146,0.907913891364279
cifar10,attmask_vits16,cls,100,2,20,0.9132999777793884,0.912552088819362
cifar10,attmask_vits16,mean_pool,1,0,1,0.4796999990940094,0.45350642137818015
cifar10,attmask_vits16,mean_pool,1,0,5,0.4796999990940094,0.45350642137818015
cifar10,attmask_vits16,mean_pool,1,0,20,0.4796999990940094,0.45350642137818015
cifar10,attmask_vits16,mean_pool,1,1,1,0.3644999861717224,0.37948773097296196
cifar10,attmask_vits16,mean_pool,1,1,5,0.3644999861717224,0.37948773097296196
cifar10,attmask_vits16,mean_pool,1,1,20,0.3644999861717224,0.37948773097296196
cifar10,attmask_vits16,mean_pool,1,2,1,0.4090000092983246,0.37537672721255194
cifar10,attmask_vits16,mean_pool,1,2,5,0.4090000092983246,0.37537672721255194
cifar10,attmask_vits16,mean_pool,1,2,20,0.4090000092983246,0.37537672721255194
cifar10,attmask_vits16,mean_pool,2,0,1,0.5163999795913696,0.5030354162100578
cifar10,attmask_vits16,mean_pool,2,0,5,0.5242999792098999,0.5143991408757643
cifar10,attmask_vits16,mean_pool,2,0,20,0.5370000004768372,0.5294993210171494
cifar10,attmask_vits16,mean_pool,2,1,1,0.44850000739097595,0.4545258901740322
cifar10,attmask_vits16,mean_pool,2,1,5,0.46880000829696655,0.4653139534404608
cifar10,attmask_vits16,mean_pool,2,1,20,0.46889999508857727,0.46844359080988146
cifar10,attmask_vits16,mean_pool,2,2,1,0.5031999945640564,0.4900077062400043
cifar10,attmask_vits16,mean_pool,2,2,5,0.4749000072479248,0.4663834477482583
cifar10,attmask_vits16,mean_pool,2,2,20,0.49129998683929443,0.48295399451217386
cifar10,attmask_vits16,mean_pool,5,0,1,0.5741999745368958,0.5707983229747988
cifar10,attmask_vits16,mean_pool,5,0,5,0.6104999780654907,0.6004227175536669
cifar10,attmask_vits16,mean_pool,5,0,20,0.618399977684021,0.602279589312454
cifar10,attmask_vits16,mean_pool,5,1,1,0.5209000110626221,0.5119929917303901
cifar10,attmask_vits16,mean_pool,5,1,5,0.5404000282287598,0.523404055640593
cifar10,attmask_vits16,mean_pool,5,1,20,0.5620999932289124,0.5394584878400078
cifar10,attmask_vits16,mean_pool,5,2,1,0.5859000086784363,0.5752734562989799
cifar10,attmask_vits16,mean_pool,5,2,5,0.6191999912261963,0.606838351962992
cifar10,attmask_vits16,mean_pool,5,2,20,0.6305000185966492,0.6127683445550518
cifar10,attmask_vits16,mean_pool,10,0,1,0.6164000034332275,0.612765093808857
cifar10,attmask_vits16,mean_pool,10,0,5,0.6407999992370605,0.636509815978142
cifar10,attmask_vits16,mean_pool,10,0,20,0.6527000069618225,0.6422472040980078
cifar10,attmask_vits16,mean_pool,10,1,1,0.5981000065803528,0.5930460013149064
cifar10,attmask_vits16,mean_pool,10,1,5,0.6176999807357788,0.6066067349496896
cifar10,attmask_vits16,mean_pool,10,1,20,0.6151000261306763,0.5985827559371992
cifar10,attmask_vits16,mean_pool,10,2,1,0.6236000061035156,0.6169392646704173
cifar10,attmask_vits16,mean_pool,10,2,5,0.6499000191688538,0.639633254546321
cifar10,attmask_vits16,mean_pool,10,2,20,0.6396999955177307,0.6240985209010723
cifar10,attmask_vits16,mean_pool,20,0,1,0.6486999988555908,0.6444853838060596
cifar10,attmask_vits16,mean_pool,20,0,5,0.6728000044822693,0.6671386170013931
cifar10,attmask_vits16,mean_pool,20,0,20,0.6812000274658203,0.6727918830784294
cifar10,attmask_vits16,mean_pool,20,1,1,0.6330000162124634,0.6283380072727303
cifar10,attmask_vits16,mean_pool,20,1,5,0.6642000079154968,0.6570910237674557
cifar10,attmask_vits16,mean_pool,20,1,20,0.6560999751091003,0.6415441921201123
cifar10,attmask_vits16,mean_pool,20,2,1,0.6624000072479248,0.6568953788879104
cifar10,attmask_vits16,mean_pool,20,2,5,0.6789000034332275,0.6700718441445648
cifar10,attmask_vits16,mean_pool,20,2,20,0.65829998254776,0.6453979026532217
cifar10,attmask_vits16,mean_pool,50,0,1,0.6952000260353088,0.691915003796372
cifar10,attmask_vits16,mean_pool,50,0,5,0.7353000044822693,0.7308525967078178
cifar10,attmask_vits16,mean_pool,50,0,20,0.7263000011444092,0.7180408245951628
cifar10,attmask_vits16,mean_pool,50,1,1,0.6866999864578247,0.683239068374838
cifar10,attmask_vits16,mean_pool,50,1,5,0.72079998254776,0.7159846385126548
cifar10,attmask_vits16,mean_pool,50,1,20,0.7107999920845032,0.7029671204454185
cifar10,attmask_vits16,mean_pool,50,2,1,0.6929000020027161,0.6889527025263538
cifar10,attmask_vits16,mean_pool,50,2,5,0.7300000190734863,0.7239934077161859
cifar10,attmask_vits16,mean_pool,50,2,20,0.7210000157356262,0.7121462502241233
cifar10,attmask_vits16,mean_pool,100,0,1,0.7282999753952026,0.7255075471548145
cifar10,attmask_vits16,mean_pool,100,0,5,0.7544999718666077,0.7510715433564827
cifar10,attmask_vits16,mean_pool,100,0,20,0.7486000061035156,0.7425705828488719
cifar10,attmask_vits16,mean_pool,100,1,1,0.7175999879837036,0.7149797248076085
cifar10,attmask_vits16,mean_pool,100,1,5,0.7560999989509583,0.7526909507821953
cifar10,attmask_vits16,mean_pool,100,1,20,0.7512000203132629,0.7458114702719933
cifar10,attmask_vits16,mean_pool,100,2,1,0.7178999781608582,0.7147254554193021
cifar10,attmask_vits16,mean_pool,100,2,5,0.7552000284194946,0.7508878616586367
cifar10,attmask_vits16,mean_pool,100,2,20,0.7581999897956848,0.7518565095927305
cifar100,ibot_vits16,cls,1,0,1,0.3441999852657318,0.34591589335430073
cifar100,ibot_vits16,cls,1,0,5,0.3441999852657318,0.34591589335430073
cifar100,ibot_vits16,cls,1,0,20,0.3441999852657318,0.34591589335430073
cifar100,ibot_vits16,cls,1,1,1,0.3425000011920929,0.33615625064363136
cifar100,ibot_vits16,cls,1,1,5,0.3425000011920929,0.33615625064363136
cifar100,ibot_vits16,cls,1,1,20,0.3425000011920929,0.33615625064363136
cifar100,ibot_vits16,cls,1,2,1,0.35199999809265137,0.3430331793633681
cifar100,ibot_vits16,cls,1,2,5,0.35199999809265137,0.3430331793633681
cifar100,ibot_vits16,cls,1,2,20,0.35199999809265137,0.3430331793633681
cifar100,ibot_vits16,cls,2,0,1,0.39899998903274536,0.3917626269570719
cifar100,ibot_vits16,cls,2,0,5,0.41359999775886536,0.4035304104601333
cifar100,ibot_vits16,cls,2,0,20,0.4198000133037567,0.41139186504225783
cifar100,ibot_vits16,cls,2,1,1,0.42329999804496765,0.41945882620753766
cifar100,ibot_vits16,cls,2,1,5,0.4345000088214874,0.4280310753522169
cifar100,ibot_vits16,cls,2,1,20,0.44190001487731934,0.4342301494987842
cifar100,ibot_vits16,cls,2,2,1,0.42750000953674316,0.42682407187835175
cifar100,ibot_vits16,cls,2,2,5,0.44040000438690186,0.43632176343591395
cifar100,ibot_vits16,cls,2,2,20,0.4431999921798706,0.43849597777662397
cifar100,ibot_vits16,cls,5,0,1,0.4927999973297119,0.4909579400802493
cifar100,ibot_vits16,cls,5,0,5,0.5156999826431274,0.5117125776084887
cifar100,ibot_vits16,cls,5,0,20,0.5389999747276306,0.5355050304914587
cifar100,ibot_vits16,cls,5,1,1,0.49470001459121704,0.4951192354600319
cifar100,ibot_vits16,cls,5,1,5,0.5275999903678894,0.5262524304716204
cifar100,ibot_vits16,cls,5,1,20,0.5428000092506409,0.5407646484847962
cifar100,ibot_vits16,cls,5,2,1,0.5001999735832214,0.499023881819904
cifar100,ibot_vits16,cls,5,2,5,0.5220000147819519,0.5183993871608742
cifar100,ibot_vits16,cls,5,2,20,0.5351999998092651,0.5295983031571723
cifar100,ibot_vits16,cls,10,0,1,0.5440000295639038,0.5425067543331638
cifar100,ibot_vits16,cls,10,0,5,0.5745000243186951,0.5701450637282703
cifar100,ibot_vits16,cls,10,0,20,0.5976999998092651,0.5934533366287149
cifar100,ibot_vits16,cls,10,1,1,0.5418000221252441,0.5388310438670234
cifar100,ibot_vits16,cls,10,1,5,0.5799999833106995,0.5753464279650289
cifar100,ibot_vits16,cls,10,1,20,0.5999000072479248,0.5948383537316996
cifar100,ibot_vits16,cls,10,2,1,0.5493000149726868,0.5470825626775264
cifar100,ibot_vits16,cls,10,2,5,0.5806000232696533,0.5755714550326898
cifar100,ibot_vits16,cls,10,2,20,0.6008999943733215,0.5963604307366941
cifar100,ibot_vits16,cls,20,0,1,0.5874000191688538,0.5859915195865725
cifar100,ibot_vits16,cls,20,0,5,0.630299985408783,0.6276234036180005
cifar100,ibot_vits16,cls,20,0,20,0.6488999724388123,0.6466866542777244
cifar100,ibot_vits16,cls,20,1,1,0.5874999761581421,0.5837233238158615
cifar100,ibot_vits16,cls,20,1,5,0.6259999871253967,0.6211923483949495
cifar100,ibot_vits16,cls,20,1,20,0.6481999754905701,0.6429926101118184
cifar100,ibot_vits16,cls,20,2,1,0.5960999727249146,0.5938572584211413
cifar100,ibot_vits16,cls,20,2,5,0.6317999958992004,0.6275074353076139
cifar100,ibot_vits16,cls,20,2,20,0.6528000235557556,0.6482519024260559
cifar100,ibot_vits16,cls,50,0,1,0.6381000280380249,0.6369817672683505
cifar100,ibot_vits16,cls,50,0,5,0.679099977016449,0.6767354221675091
cifar100,ibot_vits16,cls,50,0,20,0.6978999972343445,0.6953460015211091
cifar100,ibot_vits16,cls,50,1,1,0.645799994468689,0.6433495221460467
cifar100,ibot_vits16,cls,50,1,5,0.6812000274658203,0.6783556337331436
cifar100,ibot_vits16,cls,50,1,20,0.7001000046730042,0.6975624238195115
cifar100,ibot_vits16,cls,50,2,1,0.6421999931335449,0.6401510972209986
cifar100,ibot_vits16,cls,50,2,5,0.6820999979972839,0.679331110728334
